comment_text,is_toxic
"""

Well - then - you can say 'possibly' it was

At the end of the preface to this book Eastman cites Upton Sinclair for the statement that Eastman's conversion from Bolshevism to the  anti-big-government free market economy merely meant that he had """"gone from one extreme to the other"""". Possibly it was statements such as the one Eastman goes on to make a few pages later, when he characterised the Norwegian democratic welfare state as, """"they have produced the closest imitation of an authoritarian state to be found on this side of the iron curtain""""[1] that led to Sinclair's perception of Eastman as a man who favoured extremist positions.""",0
Yayyyyyyyyyyyyy Kim just got out of 00j0ail.,0
"WP:NPA
Enough. Both of you have been asked nicely a number of times to stop attacking each other. Anything further will result in an immediate block. .:..:. babelfish",0
Kollias is a questionable source that is a pseudo historian.He is used when when referring to pseudohistorical matters regarding himself and the fantasies he wrote about.,0
"""So a person of Pakistani or African decent can't be classed as English in your view? Or you think that all skinheads are racists - even the black ones? And you feel that blacks and asians are """"taking over"""", well you must read the wrong sort of newspapers if those are the views you hold. I know that you must be consumed with self-loathing at not being English, but hey, look on the bright side, you can just add it to the list of other things """"you people"""" spend your miserable lives whining about. Take care now!  

""",1
"Please stop. If you continue to vandalize Wikipedia, as you did to Nero, you will be blocked from editing.   (Talk) 
If this is a shared IP address, and you didn't make any unconstructive edits, consider creating an account for yourself so you can avoid further irrelevant warnings.",0
"heh , if you thought it was too much , you could have just removed that comment not my whole argument.
point taken though
86.123.168.47",0
"Agreed, besides debating it now won't repair destroyed reputation. It won't change that my bot was shut down and it certainly won't change my chances of ever getting the admin tools and being allowed to contribute to WP on par with my knowledge and abilities.",0
"""
Please note that Wikipedia is NOT a news service. See Wikinews if you want to """"break news"""". Unfortunately her death does not meet the criteria for inclusion in ITN. (See the candidates' page as above)  """,0
"JEREMIA 

USER TALK I HAVE A NEW SITE FOR 3 YEARS STANDREWS.TV BUT YOUR CROWD WONT LIST IT , WHY BECAUSE IT IS NEW , OR ALL YOUR REMITS STANDREWS.COM IS A F..ING BUSINESS,STANDREWS.CO.UK ,IS A CO OP OF BUSINESS.My site www.standews.tv is for the people I do it for free .But YOUR WIKI WONT EVEN LIST ME SO 
...Oi I am BANNED WELL 
 I DONT CARE......AND FOR THE RECORD JEREMY WHO HE IS WON!!!",0
"Stop sucking a dong 
Enough has been said. 99.142.17.112",1
"Thank you both Admins for taking the time to check my appeal. I accept your decisions as you see it. I accept my behaviour has not been perfect and aim not to repeat it. 

I still however have serious misgivings about the neutrality of the section and would invite both to peruse the latest additions to the Old Firm and sectarianism section by hippo43 and would be obliged if you could advise me of your opinions as to the neutrality of the views expressed. I would further invite you to peruse the Discussion on the same section and would welcome your views on the nature of the opinions expressed. In order that you may gauge the difference in approach to articles, you could then peruse the Celtic FC article and see if you feel the subject of sectarianism is given the same weight.

I strongly feel the article, which is about a football team, is in danger of being swallowed up by a discussion on sectarian and allegedly sectarian events. There are other pages which deal more in depth with the issues being repeated on the football article. 

If after you check the above, I would be most interested to hear your opinions. I understand you are busy people and I appreciate any help or advice you can provide.",0
